NAME,MOT,Output,MeanTT
"DeSoto County, Florida",Motorcycle,MOE,4.9
"DeSoto County, Florida",Other method,Estimate,13.7
"DeSoto County, Florida",Other method,MOE,9.1
"DeSoto County, Florida",Worked at home,Estimate,0
"DeSoto County, Florida",Worked at home,MOE,0
"Dixie County, Florida","Total, means of transportation",Estimate,27.5
"Dixie County, Florida","Total, means of transportation",MOE,3.2
"Dixie County, Florida","Car, truck, or van -- Drove alone",Estimate,27.2
"Dixie County, Florida","Car, truck, or van -- Drove alone",MOE,3.4
"Dixie County, Florida","Car, truck, or van -- In a 2-person carpool",Estimate,32.6
"Dixie County, Florida","Car, truck, or van -- In a 2-person carpool",MOE,11.6
"Dixie County, Florida","Car, truck, or van -- In a 3-person carpool",Estimate,22.6
"Dixie County, Florida","Car, truck, or van -- In a 3-person carpool",MOE,6.3
"Dixie County, Florida","Car, truck, or van -- In a 4-person carpool",Estimate,24.6
"Dixie County, Florida","Car, truck, or van -- In a 4-person carpool",MOE,10.9
"Dixie County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",Estimate,-
"Dixie County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",MOE,**
"Dixie County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",Estimate,-
"Dixie County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",MOE,**
"Dixie County, Florida",Bus or trolley bus,Estimate,3.8
"Dixie County, Florida",Bus or trolley bus,MOE,3.3
"Dixie County, Florida",Streetcar or trolley car,Estimate,-
"Dixie County, Florida",Streetcar or trolley car,MOE,**
"Dixie County, Florida",Subway or elevated,Estimate,-
"Dixie County, Florida",Subway or elevated,MOE,**
"Dixie County, Florida",Railroad,Estimate,-
"Dixie County, Florida",Railroad,MOE,**
"Dixie County, Florida",Ferryboat,Estimate,-
"Dixie County, Florida",Ferryboat,MOE,**
"Dixie County, Florida",Bicycle,Estimate,45
"Dixie County, Florida",Bicycle,MOE,59.9
"Dixie County, Florida",Walked,Estimate,4.4
"Dixie County, Florida",Walked,MOE,2.8
"Dixie County, Florida",Taxicab,Estimate,-
"Dixie County, Florida",Taxicab,MOE,**
"Dixie County, Florida",Motorcycle,Estimate,-
"Dixie County, Florida",Motorcycle,MOE,**
"Dixie County, Florida",Other method,Estimate,28.4
"Dixie County, Florida",Other method,MOE,4.6
"Dixie County, Florida",Worked at home,Estimate,0
"Dixie County, Florida",Worked at home,MOE,0
"Duval County, Florida","Total, means of transportation",Estimate,24.3
"Duval County, Florida","Total, means of transportation",MOE,0.3
"Duval County, Florida","Car, truck, or van -- Drove alone",Estimate,23.5
"Duval County, Florida","Car, truck, or van -- Drove alone",MOE,0.3
"Duval County, Florida","Car, truck, or van -- In a 2-person carpool",Estimate,23.1
"Duval County, Florida","Car, truck, or van -- In a 2-person carpool",MOE,0.8
"Duval County, Florida","Car, truck, or van -- In a 3-person carpool",Estimate,26.2
"Duval County, Florida","Car, truck, or van -- In a 3-person carpool",MOE,2.4
"Duval County, Florida","Car, truck, or van -- In a 4-person carpool",Estimate,32
"Duval County, Florida","Car, truck, or van -- In a 4-person carpool",MOE,5.1
"Duval County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",Estimate,30.7
"Duval County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",MOE,7.1
"Duval County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",Estimate,26.8
"Duval County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",MOE,8.6
"Duval County, Florida",Bus or trolley bus,Estimate,52.4
"Duval County, Florida",Bus or trolley bus,MOE,4.2
"Duval County, Florida",Streetcar or trolley car,Estimate,-
"Duval County, Florida",Streetcar or trolley car,MOE,**
"Duval County, Florida",Subway or elevated,Estimate,12.8
"Duval County, Florida",Subway or elevated,MOE,3.6
"Duval County, Florida",Railroad,Estimate,-
"Duval County, Florida",Railroad,MOE,**
"Duval County, Florida",Ferryboat,Estimate,106.7
"Duval County, Florida",Ferryboat,MOE,114.9
"Duval County, Florida",Bicycle,Estimate,23.7
"Duval County, Florida",Bicycle,MOE,2.7
"Duval County, Florida",Walked,Estimate,14.8
"Duval County, Florida",Walked,MOE,3.1
"Duval County, Florida",Taxicab,Estimate,15.2
"Duval County, Florida",Taxicab,MOE,2.1
"Duval County, Florida",Motorcycle,Estimate,19.9
"Duval County, Florida",Motorcycle,MOE,3.3
"Duval County, Florida",Other method,Estimate,48.6
"Duval County, Florida",Other method,MOE,6.4
"Duval County, Florida",Worked at home,Estimate,0
"Duval County, Florida",Worked at home,MOE,0
"Escambia County, Florida","Total, means of transportation",Estimate,21.8
"Escambia County, Florida","Total, means of transportation",MOE,0.4
"Escambia County, Florida","Car, truck, or van -- Drove alone",Estimate,21.2
"Escambia County, Florida","Car, truck, or van -- Drove alone",MOE,0.4
"Escambia County, Florida","Car, truck, or van -- In a 2-person carpool",Estimate,24.4
"Escambia County, Florida","Car, truck, or van -- In a 2-person carpool",MOE,1.9
"Escambia County, Florida","Car, truck, or van -- In a 3-person carpool",Estimate,26.2
"Escambia County, Florida","Car, truck, or van -- In a 3-person carpool",MOE,2.8
"Escambia County, Florida","Car, truck, or van -- In a 4-person carpool",Estimate,38.7
"Escambia County, Florida","Car, truck, or van -- In a 4-person carpool",MOE,13.1
"Escambia County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",Estimate,20.3
"Escambia County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",MOE,6.2
"Escambia County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",Estimate,29.8
"Escambia County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",MOE,14.7
"Escambia County, Florida",Bus or trolley bus,Estimate,49.3
"Escambia County, Florida",Bus or trolley bus,MOE,9.2
"Escambia County, Florida",Streetcar or trolley car,Estimate,44.3
"Escambia County, Florida",Streetcar or trolley car,MOE,32
"Escambia County, Florida",Subway or elevated,Estimate,33.7
"Escambia County, Florida",Subway or elevated,MOE,28.4
"Escambia County, Florida",Railroad,Estimate,-
"Escambia County, Florida",Railroad,MOE,**
"Escambia County, Florida",Ferryboat,Estimate,23.5
"Escambia County, Florida",Ferryboat,MOE,49.2
"Escambia County, Florida",Bicycle,Estimate,26.5
"Escambia County, Florida",Bicycle,MOE,6.8
"Escambia County, Florida",Walked,Estimate,9.3
"Escambia County, Florida",Walked,MOE,1.1
"Escambia County, Florida",Taxicab,Estimate,15.3
"Escambia County, Florida",Taxicab,MOE,2.5
"Escambia County, Florida",Motorcycle,Estimate,19.3
"Escambia County, Florida",Motorcycle,MOE,1.9
"Escambia County, Florida",Other method,Estimate,49
"Escambia County, Florida",Other method,MOE,17.5
"Escambia County, Florida",Worked at home,Estimate,0
"Escambia County, Florida",Worked at home,MOE,0
"Flagler County, Florida","Total, means of transportation",Estimate,26.2
"Flagler County, Florida","Total, means of transportation",MOE,1.1
"Flagler County, Florida","Car, truck, or van -- Drove alone",Estimate,25.4
"Flagler County, Florida","Car, truck, or van -- Drove alone",MOE,1.1
"Flagler County, Florida","Car, truck, or van -- In a 2-person carpool",Estimate,30.3
"Flagler County, Florida","Car, truck, or van -- In a 2-person carpool",MOE,5
"Flagler County, Florida","Car, truck, or van -- In a 3-person carpool",Estimate,42.2
"Flagler County, Florida","Car, truck, or van -- In a 3-person carpool",MOE,23.7
"Flagler County, Florida","Car, truck, or van -- In a 4-person carpool",Estimate,18.9
"Flagler County, Florida","Car, truck, or van -- In a 4-person carpool",MOE,9.4
"Flagler County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",Estimate,19.2
"Flagler County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",MOE,6.3
"Flagler County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",Estimate,41.8
"Flagler County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",MOE,58.1
"Flagler County, Florida",Bus or trolley bus,Estimate,39.6
"Flagler County, Florida",Bus or trolley bus,MOE,10.4
"Flagler County, Florida",Streetcar or trolley car,Estimate,24.4
"Flagler County, Florida",Streetcar or trolley car,MOE,6.3
"Flagler County, Florida",Subway or elevated,Estimate,-
"Flagler County, Florida",Subway or elevated,MOE,**
"Flagler County, Florida",Railroad,Estimate,130.7
"Flagler County, Florida",Railroad,MOE,76
"Flagler County, Florida",Ferryboat,Estimate,-
"Flagler County, Florida",Ferryboat,MOE,**
"Flagler County, Florida",Bicycle,Estimate,12.6
"Flagler County, Florida",Bicycle,MOE,5.7
"Flagler County, Florida",Walked,Estimate,26.9
"Flagler County, Florida",Walked,MOE,24.2
"Flagler County, Florida",Taxicab,Estimate,28
"Flagler County, Florida",Taxicab,MOE,22.9
"Flagler County, Florida",Motorcycle,Estimate,28.1
"Flagler County, Florida",Motorcycle,MOE,8.4
"Flagler County, Florida",Other method,Estimate,62.1
"Flagler County, Florida",Other method,MOE,28.1
"Flagler County, Florida",Worked at home,Estimate,0
"Flagler County, Florida",Worked at home,MOE,0
"Franklin County, Florida","Total, means of transportation",Estimate,19.8
"Franklin County, Florida","Total, means of transportation",MOE,3.4
"Franklin County, Florida","Car, truck, or van -- Drove alone",Estimate,18.8
"Franklin County, Florida","Car, truck, or van -- Drove alone",MOE,3
"Franklin County, Florida","Car, truck, or van -- In a 2-person carpool",Estimate,19.4
"Franklin County, Florida","Car, truck, or van -- In a 2-person carpool",MOE,4.6
"Franklin County, Florida","Car, truck, or van -- In a 3-person carpool",Estimate,11.3
"Franklin County, Florida","Car, truck, or van -- In a 3-person carpool",MOE,3.3
"Franklin County, Florida","Car, truck, or van -- In a 4-person carpool",Estimate,-
"Franklin County, Florida","Car, truck, or van -- In a 4-person carpool",MOE,**
"Franklin County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",Estimate,-
"Franklin County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",MOE,**
"Franklin County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",Estimate,-
"Franklin County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",MOE,**
"Franklin County, Florida",Bus or trolley bus,Estimate,11.7
"Franklin County, Florida",Bus or trolley bus,MOE,10.7
"Franklin County, Florida",Streetcar or trolley car,Estimate,-
"Franklin County, Florida",Streetcar or trolley car,MOE,**
"Franklin County, Florida",Subway or elevated,Estimate,-
"Franklin County, Florida",Subway or elevated,MOE,**
"Franklin County, Florida",Railroad,Estimate,-
"Franklin County, Florida",Railroad,MOE,**
"Franklin County, Florida",Ferryboat,Estimate,-
"Franklin County, Florida",Ferryboat,MOE,**
"Franklin County, Florida",Bicycle,Estimate,15.3
"Franklin County, Florida",Bicycle,MOE,7.4
"Franklin County, Florida",Walked,Estimate,16.1
"Franklin County, Florida",Walked,MOE,7.6
"Franklin County, Florida",Taxicab,Estimate,17.5
"Franklin County, Florida",Taxicab,MOE,52.1
"Franklin County, Florida",Motorcycle,Estimate,-
"Franklin County, Florida",Motorcycle,MOE,**
"Franklin County, Florida",Other method,Estimate,62.7
"Franklin County, Florida",Other method,MOE,58.7
"Franklin County, Florida",Worked at home,Estimate,0
"Franklin County, Florida",Worked at home,MOE,0
"Gadsden County, Florida","Total, means of transportation",Estimate,29.4
"Gadsden County, Florida","Total, means of transportation",MOE,1.3
"Gadsden County, Florida","Car, truck, or van -- Drove alone",Estimate,29
"Gadsden County, Florida","Car, truck, or van -- Drove alone",MOE,1.2
"Gadsden County, Florida","Car, truck, or van -- In a 2-person carpool",Estimate,27
"Gadsden County, Florida","Car, truck, or van -- In a 2-person carpool",MOE,3.2
"Gadsden County, Florida","Car, truck, or van -- In a 3-person carpool",Estimate,25.3
"Gadsden County, Florida","Car, truck, or van -- In a 3-person carpool",MOE,7.3
"Gadsden County, Florida","Car, truck, or van -- In a 4-person carpool",Estimate,37.2
"Gadsden County, Florida","Car, truck, or van -- In a 4-person carpool",MOE,5.6
"Gadsden County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",Estimate,82
"Gadsden County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",MOE,27.8
"Gadsden County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",Estimate,25.3
"Gadsden County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",MOE,27.1
"Gadsden County, Florida",Bus or trolley bus,Estimate,55.4
"Gadsden County, Florida",Bus or trolley bus,MOE,31.2
"Gadsden County, Florida",Streetcar or trolley car,Estimate,-
"Gadsden County, Florida",Streetcar or trolley car,MOE,**
"Gadsden County, Florida",Subway or elevated,Estimate,-
"Gadsden County, Florida",Subway or elevated,MOE,**
"Gadsden County, Florida",Railroad,Estimate,-
"Gadsden County, Florida",Railroad,MOE,**
"Gadsden County, Florida",Ferryboat,Estimate,-
"Gadsden County, Florida",Ferryboat,MOE,**
"Gadsden County, Florida",Bicycle,Estimate,-
"Gadsden County, Florida",Bicycle,MOE,**
"Gadsden County, Florida",Walked,Estimate,13.5
"Gadsden County, Florida",Walked,MOE,5.8
"Gadsden County, Florida",Taxicab,Estimate,-
"Gadsden County, Florida",Taxicab,MOE,**
"Gadsden County, Florida",Motorcycle,Estimate,20.8
"Gadsden County, Florida",Motorcycle,MOE,16.3
"Gadsden County, Florida",Other method,Estimate,45.3
"Gadsden County, Florida",Other method,MOE,17
"Gadsden County, Florida",Worked at home,Estimate,0
"Gadsden County, Florida",Worked at home,MOE,0
"Gilchrist County, Florida","Total, means of transportation",Estimate,31.2
"Gilchrist County, Florida","Total, means of transportation",MOE,1.8
"Gilchrist County, Florida","Car, truck, or van -- Drove alone",Estimate,31
"Gilchrist County, Florida","Car, truck, or van -- Drove alone",MOE,1.8
"Gilchrist County, Florida","Car, truck, or van -- In a 2-person carpool",Estimate,34.1
"Gilchrist County, Florida","Car, truck, or van -- In a 2-person carpool",MOE,7
"Gilchrist County, Florida","Car, truck, or van -- In a 3-person carpool",Estimate,28.8
"Gilchrist County, Florida","Car, truck, or van -- In a 3-person carpool",MOE,11
"Gilchrist County, Florida","Car, truck, or van -- In a 4-person carpool",Estimate,19
"Gilchrist County, Florida","Car, truck, or van -- In a 4-person carpool",MOE,12.9
"Gilchrist County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",Estimate,21.3
"Gilchrist County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",MOE,12.3
"Gilchrist County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",Estimate,-
"Gilchrist County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",MOE,**
"Gilchrist County, Florida",Bus or trolley bus,Estimate,16.1
"Gilchrist County, Florida",Bus or trolley bus,MOE,4.3
"Gilchrist County, Florida",Streetcar or trolley car,Estimate,-
"Gilchrist County, Florida",Streetcar or trolley car,MOE,**
"Gilchrist County, Florida",Subway or elevated,Estimate,-
"Gilchrist County, Florida",Subway or elevated,MOE,**
"Gilchrist County, Florida",Railroad,Estimate,-
"Gilchrist County, Florida",Railroad,MOE,**
"Gilchrist County, Florida",Ferryboat,Estimate,-
"Gilchrist County, Florida",Ferryboat,MOE,**
"Gilchrist County, Florida",Bicycle,Estimate,7.5
"Gilchrist County, Florida",Bicycle,MOE,9.4
"Gilchrist County, Florida",Walked,Estimate,8.3
"Gilchrist County, Florida",Walked,MOE,3
"Gilchrist County, Florida",Taxicab,Estimate,-
"Gilchrist County, Florida",Taxicab,MOE,**
"Gilchrist County, Florida",Motorcycle,Estimate,131.6
"Gilchrist County, Florida",Motorcycle,MOE,88.9
"Gilchrist County, Florida",Other method,Estimate,45.3
"Gilchrist County, Florida",Other method,MOE,46.7
"Gilchrist County, Florida",Worked at home,Estimate,0
"Gilchrist County, Florida",Worked at home,MOE,0
"Glades County, Florida","Total, means of transportation",Estimate,23
"Glades County, Florida","Total, means of transportation",MOE,2.7
"Glades County, Florida","Car, truck, or van -- Drove alone",Estimate,24.3
"Glades County, Florida","Car, truck, or van -- Drove alone",MOE,3
"Glades County, Florida","Car, truck, or van -- In a 2-person carpool",Estimate,24.3
"Glades County, Florida","Car, truck, or van -- In a 2-person carpool",MOE,4.7
"Glades County, Florida","Car, truck, or van -- In a 3-person carpool",Estimate,27.9
"Glades County, Florida","Car, truck, or van -- In a 3-person carpool",MOE,7.6
"Glades County, Florida","Car, truck, or van -- In a 4-person carpool",Estimate,35
"Glades County, Florida","Car, truck, or van -- In a 4-person carpool",MOE,41.8
"Glades County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",Estimate,-
"Glades County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",MOE,**
"Glades County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",Estimate,37.5
"Glades County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",MOE,51.9
"Glades County, Florida",Bus or trolley bus,Estimate,25
"Glades County, Florida",Bus or trolley bus,MOE,35.9
"Glades County, Florida",Streetcar or trolley car,Estimate,-
"Glades County, Florida",Streetcar or trolley car,MOE,**
"Glades County, Florida",Subway or elevated,Estimate,-
"Glades County, Florida",Subway or elevated,MOE,**
"Glades County, Florida",Railroad,Estimate,-
"Glades County, Florida",Railroad,MOE,**
"Glades County, Florida",Ferryboat,Estimate,-
"Glades County, Florida",Ferryboat,MOE,**
"Glades County, Florida",Bicycle,Estimate,3
"Glades County, Florida",Bicycle,MOE,5.9
"Glades County, Florida",Walked,Estimate,1.4
"Glades County, Florida",Walked,MOE,0.7
"Glades County, Florida",Taxicab,Estimate,-
"Glades County, Florida",Taxicab,MOE,**
"Glades County, Florida",Motorcycle,Estimate,-
"Glades County, Florida",Motorcycle,MOE,**
"Glades County, Florida",Other method,Estimate,17.8
"Glades County, Florida",Other method,MOE,19.9
"Glades County, Florida",Worked at home,Estimate,0
"Glades County, Florida",Worked at home,MOE,0
"Gulf County, Florida","Total, means of transportation",Estimate,22.1
"Gulf County, Florida","Total, means of transportation",MOE,2.4
"Gulf County, Florida","Car, truck, or van -- Drove alone",Estimate,22.1
"Gulf County, Florida","Car, truck, or van -- Drove alone",MOE,2.8
"Gulf County, Florida","Car, truck, or van -- In a 2-person carpool",Estimate,21.8
"Gulf County, Florida","Car, truck, or van -- In a 2-person carpool",MOE,6.8
"Gulf County, Florida","Car, truck, or van -- In a 3-person carpool",Estimate,45.4
"Gulf County, Florida","Car, truck, or van -- In a 3-person carpool",MOE,29.4
"Gulf County, Florida","Car, truck, or van -- In a 4-person carpool",Estimate,6.7
"Gulf County, Florida","Car, truck, or van -- In a 4-person carpool",MOE,6.3
"Gulf County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",Estimate,-
"Gulf County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",MOE,**
"Gulf County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",Estimate,9.8
"Gulf County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",MOE,5.2
"Gulf County, Florida",Bus or trolley bus,Estimate,22.5
"Gulf County, Florida",Bus or trolley bus,MOE,57.1
"Gulf County, Florida",Streetcar or trolley car,Estimate,-
"Gulf County, Florida",Streetcar or trolley car,MOE,**
"Gulf County, Florida",Subway or elevated,Estimate,-
"Gulf County, Florida",Subway or elevated,MOE,**
"Gulf County, Florida",Railroad,Estimate,-
"Gulf County, Florida",Railroad,MOE,**
"Gulf County, Florida",Ferryboat,Estimate,-
"Gulf County, Florida",Ferryboat,MOE,**
"Gulf County, Florida",Bicycle,Estimate,18
"Gulf County, Florida",Bicycle,MOE,11.3
"Gulf County, Florida",Walked,Estimate,9.2
"Gulf County, Florida",Walked,MOE,4.9
"Gulf County, Florida",Taxicab,Estimate,21.6
"Gulf County, Florida",Taxicab,MOE,8.6
"Gulf County, Florida",Motorcycle,Estimate,7.5
"Gulf County, Florida",Motorcycle,MOE,11.3
"Gulf County, Florida",Other method,Estimate,27.7
"Gulf County, Florida",Other method,MOE,31.3
"Gulf County, Florida",Worked at home,Estimate,0
"Gulf County, Florida",Worked at home,MOE,0
"Hamilton County, Florida","Total, means of transportation",Estimate,20.4
"Hamilton County, Florida","Total, means of transportation",MOE,1.5
"Hamilton County, Florida","Car, truck, or van -- Drove alone",Estimate,21.1
"Hamilton County, Florida","Car, truck, or van -- Drove alone",MOE,1.6
"Hamilton County, Florida","Car, truck, or van -- In a 2-person carpool",Estimate,18.2
"Hamilton County, Florida","Car, truck, or van -- In a 2-person carpool",MOE,6.6
"Hamilton County, Florida","Car, truck, or van -- In a 3-person carpool",Estimate,29.1
"Hamilton County, Florida","Car, truck, or van -- In a 3-person carpool",MOE,5.6
"Hamilton County, Florida","Car, truck, or van -- In a 4-person carpool",Estimate,24
"Hamilton County, Florida","Car, truck, or van -- In a 4-person carpool",MOE,16.6
"Hamilton County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",Estimate,-
"Hamilton County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",MOE,**
"Hamilton County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",Estimate,26.3
"Hamilton County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",MOE,33.8
"Hamilton County, Florida",Bus or trolley bus,Estimate,3.5
"Hamilton County, Florida",Bus or trolley bus,MOE,5.9
"Hamilton County, Florida",Streetcar or trolley car,Estimate,-
"Hamilton County, Florida",Streetcar or trolley car,MOE,**
"Hamilton County, Florida",Subway or elevated,Estimate,-
"Hamilton County, Florida",Subway or elevated,MOE,**
"Hamilton County, Florida",Railroad,Estimate,-
"Hamilton County, Florida",Railroad,MOE,**
"Hamilton County, Florida",Ferryboat,Estimate,-
"Hamilton County, Florida",Ferryboat,MOE,**
"Hamilton County, Florida",Bicycle,Estimate,15
"Hamilton County, Florida",Bicycle,MOE,20.2
"Hamilton County, Florida",Walked,Estimate,3.1
"Hamilton County, Florida",Walked,MOE,4.4
"Hamilton County, Florida",Taxicab,Estimate,-
"Hamilton County, Florida",Taxicab,MOE,**
"Hamilton County, Florida",Motorcycle,Estimate,16
"Hamilton County, Florida",Motorcycle,MOE,11.4
"Hamilton County, Florida",Other method,Estimate,4.9
"Hamilton County, Florida",Other method,MOE,6.7
"Hamilton County, Florida",Worked at home,Estimate,0
"Hamilton County, Florida",Worked at home,MOE,0
"Hardee County, Florida","Total, means of transportation",Estimate,24.7
"Hardee County, Florida","Total, means of transportation",MOE,2
"Hardee County, Florida","Car, truck, or van -- Drove alone",Estimate,23.7
"Hardee County, Florida","Car, truck, or van -- Drove alone",MOE,2.1
"Hardee County, Florida","Car, truck, or van -- In a 2-person carpool",Estimate,24.7
"Hardee County, Florida","Car, truck, or van -- In a 2-person carpool",MOE,4.1
"Hardee County, Florida","Car, truck, or van -- In a 3-person carpool",Estimate,43.6
"Hardee County, Florida","Car, truck, or van -- In a 3-person carpool",MOE,15.8
"Hardee County, Florida","Car, truck, or van -- In a 4-person carpool",Estimate,31.1
"Hardee County, Florida","Car, truck, or van -- In a 4-person carpool",MOE,4.6
"Hardee County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",Estimate,43
"Hardee County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",MOE,32.8
"Hardee County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",Estimate,43
"Hardee County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",MOE,22.5
"Hardee County, Florida",Bus or trolley bus,Estimate,69
"Hardee County, Florida",Bus or trolley bus,MOE,28.5
"Hardee County, Florida",Streetcar or trolley car,Estimate,32
"Hardee County, Florida",Streetcar or trolley car,MOE,16.8
"Hardee County, Florida",Subway or elevated,Estimate,-
"Hardee County, Florida",Subway or elevated,MOE,**
"Hardee County, Florida",Railroad,Estimate,9.6
"Hardee County, Florida",Railroad,MOE,2.6
"Hardee County, Florida",Ferryboat,Estimate,-
"Hardee County, Florida",Ferryboat,MOE,**
"Hardee County, Florida",Bicycle,Estimate,4
"Hardee County, Florida",Bicycle,MOE,1.4
"Hardee County, Florida",Walked,Estimate,18.4
"Hardee County, Florida",Walked,MOE,12
"Hardee County, Florida",Taxicab,Estimate,9.3
"Hardee County, Florida",Taxicab,MOE,8.8
"Hardee County, Florida",Motorcycle,Estimate,-
"Hardee County, Florida",Motorcycle,MOE,**
"Hardee County, Florida",Other method,Estimate,18.9
"Hardee County, Florida",Other method,MOE,3.2
"Hardee County, Florida",Worked at home,Estimate,0
"Hardee County, Florida",Worked at home,MOE,0
"Hendry County, Florida","Total, means of transportation",Estimate,28.7
"Hendry County, Florida","Total, means of transportation",MOE,2.9
"Hendry County, Florida","Car, truck, or van -- Drove alone",Estimate,25.7
"Hendry County, Florida","Car, truck, or van -- Drove alone",MOE,2.9
"Hendry County, Florida","Car, truck, or van -- In a 2-person carpool",Estimate,21.1
"Hendry County, Florida","Car, truck, or van -- In a 2-person carpool",MOE,5.4
"Hendry County, Florida","Car, truck, or van -- In a 3-person carpool",Estimate,50.2
"Hendry County, Florida","Car, truck, or van -- In a 3-person carpool",MOE,17.2
"Hendry County, Florida","Car, truck, or van -- In a 4-person carpool",Estimate,47.4
"Hendry County, Florida","Car, truck, or van -- In a 4-person carpool",MOE,34.6
"Hendry County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",Estimate,43.5
"Hendry County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",MOE,15.5
"Hendry County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",Estimate,58.5
"Hendry County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",MOE,28.7
"Hendry County, Florida",Bus or trolley bus,Estimate,37.4
"Hendry County, Florida",Bus or trolley bus,MOE,7.6
"Hendry County, Florida",Streetcar or trolley car,Estimate,-
"Hendry County, Florida",Streetcar or trolley car,MOE,**
"Hendry County, Florida",Subway or elevated,Estimate,-
"Hendry County, Florida",Subway or elevated,MOE,**
"Hendry County, Florida",Railroad,Estimate,-
"Hendry County, Florida",Railroad,MOE,**
"Hendry County, Florida",Ferryboat,Estimate,-
"Hendry County, Florida",Ferryboat,MOE,**
"Hendry County, Florida",Bicycle,Estimate,20.1
"Hendry County, Florida",Bicycle,MOE,2
"Hendry County, Florida",Walked,Estimate,30.9
"Hendry County, Florida",Walked,MOE,12.9
"Hendry County, Florida",Taxicab,Estimate,9.6
"Hendry County, Florida",Taxicab,MOE,1.5
"Hendry County, Florida",Motorcycle,Estimate,16.7
"Hendry County, Florida",Motorcycle,MOE,11
"Hendry County, Florida",Other method,Estimate,27.7
"Hendry County, Florida",Other method,MOE,24.4
"Hendry County, Florida",Worked at home,Estimate,0
"Hendry County, Florida",Worked at home,MOE,0
"Hernando County, Florida","Total, means of transportation",Estimate,29
"Hernando County, Florida","Total, means of transportation",MOE,1
"Hernando County, Florida","Car, truck, or van -- Drove alone",Estimate,29.2
"Hernando County, Florida","Car, truck, or van -- Drove alone",MOE,1
"Hernando County, Florida","Car, truck, or van -- In a 2-person carpool",Estimate,29.5
"Hernando County, Florida","Car, truck, or van -- In a 2-person carpool",MOE,3
"Hernando County, Florida","Car, truck, or van -- In a 3-person carpool",Estimate,34.7
"Hernando County, Florida","Car, truck, or van -- In a 3-person carpool",MOE,9.3
"Hernando County, Florida","Car, truck, or van -- In a 4-person carpool",Estimate,22.5
"Hernando County, Florida","Car, truck, or van -- In a 4-person carpool",MOE,7.8
"Hernando County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",Estimate,19.7
"Hernando County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",MOE,16.7
"Hernando County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",Estimate,41.7
"Hernando County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",MOE,16
"Hernando County, Florida",Bus or trolley bus,Estimate,44.4
"Hernando County, Florida",Bus or trolley bus,MOE,22.2
"Hernando County, Florida",Streetcar or trolley car,Estimate,-
"Hernando County, Florida",Streetcar or trolley car,MOE,**
"Hernando County, Florida",Subway or elevated,Estimate,-
"Hernando County, Florida",Subway or elevated,MOE,**
"Hernando County, Florida",Railroad,Estimate,-
"Hernando County, Florida",Railroad,MOE,**
